lat,val
-89.75,6.859070190541922e-6
-89.25,9.247042775397258e-6
-88.75,1.6563384311975307e-5
-88.25,1.5191570273866921e-5
-87.75,2.677577770678217e-5
-87.25,3.0789603966432625e-5
-86.75,2.7690320398854424e-5
-86.25,4.298350652739604e-5
-85.75,4.9893384645275305e-5
-85.25,5.720972618185335e-5
-84.75,7.250291231039499e-5
-84.25,7.067382692625045e-5
-83.75,6.853989397808184e-5
-83.25,1.631442546802231e-4
-82.75,6.43279168018157e-4
-82.25,0.0013527610653568786
-81.75,0.0011636539598072714
-81.25,0.0011761527099322594
-80.75,0.0010521305593017942
-80.25,8.946767924833566e-4
-79.75,8.317257705123809e-4
-79.25,7.71772416254308e-4
-78.75,7.542944892502599e-4
-78.25,7.191354035328159e-4
-77.75,7.034357539855747e-4
-77.25,6.871772172376236e-4
-76.75,6.850940922167917e-4
-76.25,6.877361044383352e-4
-75.75,6.613159822229168e-4
-75.25,6.535423693403015e-4
-74.75,6.765075524967853e-4
-74.25,6.554222626517861e-4
-73.75,6.811818818118221e-4
-73.25,6.616208297869443e-4
-72.75,6.563876132711969e-4
-72.25,6.450066375476319e-4
-71.75,6.460736040217168e-4
-71.25,6.416533143433676e-4
-70.75,6.33778085606079e-4
-70.25,6.52119747374861e-4
-69.75,0.0010948092182651709
-69.25,8.402615023050602e-4
-68.75,7.846776297980029e-4
-68.25,7.686731326867385e-4
-67.75,7.516016691013875e-4
-67.25,8.877161064381446e-4
-66.75,8.93203362590577e-4
-66.25,8.218690326089398e-4
-65.75,8.195318679514213e-4
-65.25,8.176011667126007e-4
-64.75,0.0016209761137707403
-64.25,0.0013053064612237998
-63.75,0.0012020139449469725
-63.25,0.00129631345808509
-62.75,0.0025530983487016628
-62.25,0.0018657178997547473
-61.75,0.0016298166931274425
-61.25,0.0015102148321753316
-60.75,0.001456714084689102
-60.25,0.0014083449378639486
-59.75,0.0013816707760118377
-59.25,0.0013332000133320081
-58.75,0.001301140211182144
-58.25,0.0012867615677456734
-57.75,0.001250687939336156
-57.25,0.0012547525735231429
-56.75,0.0012366649513910468
-56.25,0.0012246742805394326
-55.75,0.0012448450276923602
-55.25,0.0012965674977217815
-54.75,0.001497970121687027
-54.25,0.0013393985804671651
-53.75,0.0012978885038325506
-53.25,0.003274570916892028
-52.75,0.004580334649461879
-52.25,0.0031404887966487317
-51.75,0.005426337447556093
-51.25,0.005893922802841683
-50.75,0.004478922026496499
-50.25,0.003980750298953849
-49.75,0.003833610541384892
-49.25,0.003629464289343425
-48.75,0.003537197093298791
-48.25,0.0034287729763608967
-47.75,0.0036108685879379363
-47.25,0.004011184247428884
-46.75,0.003663149945168073
-46.25,0.003484407656795278
-45.75,0.0033283257040149466
